Channel #,Time(s),SPR pixel position,SPR angle,Refractive Index
1,1445,81.9062784,68.2483893227455,1.32559556639584
1,1446.16,81.9006592,68.2487318994304,1.32559848228485
1,1448,81.8968064,68.2489667880117,1.32560048154371
1,1450,81.9118208,68.248051430152,1.32559269032883
1,1451,81.9007104,68.2487287779938,1.32559845571653
1,1453,81.889024,68.249441250193,1.32560451986885
1,1455,81.909568,68.2481887719425,1.32559385935744
1,1457,81.909696,68.2481809684231,1.32559379293549
1,1460,81.893888,68.2491447108822,1.32560199592268
1,1462,81.8945856,68.2491021810244,1.32560163393374
1,1464,81.8956928,68.24903467957,1.32560105939984
1,1465.27,81.9090432,68.2482207663828,1.32559413168724
1,1467,81.9410048,68.2462722586034,1.32557754563934
1,1469,81.8983168,68.2488747053334,1.32559969778286
1,1470,81.890816,68.2493319986944,1.32560358999668
1,1472.15,81.902368,68.2486277215719,1.32559759556565
1,1474,81.8874688,68.2495360650504,1.32560532686247
1,1477,81.9004928,68.2487420441006,1.32559856863188
1,1479,81.9013824,68.2486878091532,1.32559810700704
1,1482.54,81.8964544,68.2489882479786,1.32560066419952
1,1484,81.8797376,68.2500074103087,1.32560933854822
1,1486,81.9093376,68.24820281828,1.3255939789169
1,1488,81.9165248,68.2477646521607,1.32559024930116
1,1489,81.907072,68.2483409407772,1.32559515458211
1,1491,81.8967488,68.2489702996421,1.32560051143286
1,1493,81.8957696,68.249029997391,1.32560101954774
1,1495,81.8574592,68.2513656704923,1.32562089838044
1,1496,81.8488448,68.2518908780213,1.32562536809445
1,1498,81.86368,68.2509864002081,1.32561767057683
1,1502,81.8700352,68.2505989383322,1.32561437299706
1,1503,81.8661632,68.2508350049324,1.32561638210129
1,1505,81.8526144,68.2516610503769,1.32562341218854
1,1507,81.85536,68.251493655254,1.32562198758945
1,1509,81.859488,68.2512419781665,1.32561984569562
1,1510,81.8698112,68.2506125950519,1.32561448922664
1,1512,81.8597568,68.2512255899283,1.32561970622288
1,1514,81.8819712,68.2498712348428,1.32560817954908
1,1515,81.8522944,68.2516805603289,1.32562357822524
1,1517,81.8757696,68.2502493273847,1.32561139750297
1,1521,81.8712832,68.2505228509517,1.32561372543137
1,1522,81.8516992,68.2517168488567,1.32562388705324
1,1526,81.8709824,68.2505411899524,1.32561388151145
