Angle,Reflectivity
65.509,0.9561187773196524
65.57103700787401,0.9556720711824879
65.63307401574802,0.9551228275445046
65.69511102362205,0.9544569599223828
65.75714803149607,0.9536582079923278
65.81918503937007,0.9527077640580517
65.8812220472441,0.9515838264678013
65.9432590551181,0.9502610643090867
66.00529606299212,0.9487099740719419
66.06733307086614,0.9468961044668818
66.12937007874015,0.9447791200167216
66.19140708661418,0.9423116671879671
66.25344409448819,0.9394379984433314
66.3154811023622,0.9360922994416111
66.37751811023622,0.9321966524983121
66.43955511811023,0.9276585553166747
66.50159212598425,0.9223678982089156
66.56362913385827,0.9161932865286827
66.62566614173227,0.9089775800680793
66.68770314960629,0.9005325122634579
66.74974015748032,0.8906322577619347
66.81177716535433,0.8790058527244222
66.87381417322834,0.8653284653565207
66.93585118110236,0.849211710848828
66.99788818897638,0.8301935815787433
67.05992519685039,0.807729241359364
67.12196220472441,0.7811850936292845
67.18399921259842,0.7498404261780988
67.24603622047243,0.7129038400480614
67.30807322834644,0.6695557570366847
67.37011023622047,0.6190332399464626
67.43214724409448,0.560777501061874
67.49418425196849,0.4946634732516033
67.55622125984252,0.42131624153943187
67.61825826771654,0.3424793528053361
67.68029527559054,0.26132850942418695
67.74233228346456,0.18253985762079888
67.80436929133859,0.11189203828672653
67.86640629921258,0.05530339493332295
67.92844330708661,0.017506875976060654
67.99048031496062,0.0008775730179078805
68.05251732283465,0.004957595205676619
68.11455433070866,0.026865596897990555
68.17659133858267,0.062303742904751866
68.2386283464567,0.106655681937322
68.3006653543307,0.15579263368069676
68.36270236220471,0.20647037783405864
68.42473937007874,0.2563956894438835
68.48677637795275,0.3041044924743676
68.54881338582676,0.34877131385288096
68.61085039370079,0.39002126024645467
68.6728874015748,0.42777526986367853
68.73492440944881,0.4621351821620456
68.79696141732283,0.49330405848963965
68.85899842519684,0.5215337893905639
68.92103543307086,0.5470922460230401
68.98307244094488,0.5702437253574615
69.04510944881889,0.5912380939381519
69.1071464566929,0.6103054365148262
69.16918346456693,0.6276540722350156
69.23122047244094,0.643470547816273
69.29325748031495,0.6579207242274661
69.35529448818897,0.6711514085124977
69.41733149606299,0.6832921993591139
69.47936850393701,0.6944573531222736
69.541405511811,0.70474756349481
69.60344251968503,0.7142516012010137
69.66547952755906,0.7230477920497573
69.72751653543305,0.7312053302770771
69.78955354330708,0.7387854343850546
69.8515905511811,0.7458423578677759
69.91362755905512,0.7524242693446417
69.97566456692913,0.7585740169752363
70.03770157480315,0.7643297914016538
70.09973858267716,0.7697257003390847
70.16177559055117,0.7747922666044761
70.22381259842518,0.7795568600050667
70.28584960629921,0.7840440721978872
70.34788661417322,0.7882760424244202
70.40992362204723,0.7922727409421728
70.47196062992126,0.7960522160198443
70.53399763779527,0.7996308095302272
70.59603464566928,0.8030233454548429
70.6580716535433,0.8062432949950157
70.72010866141733,0.8093029214534738
70.78214566929132,0.8122134075972297
70.84418267716535,0.8149849678256085
70.90621968503937,0.8176269471375592
70.96825669291337,0.8201479086113515
71.0302937007874,0.8225557108702996
71.09233070866141,0.8248575768038382
71.15436771653542,0.8270601546390218
71.21640472440944,0.8291695723086218
71.27844173228345,0.8311914859346506
71.34047874015748,0.8331311231371411
71.40251574803149,0.8349933217844903
71.4645527559055,0.8367825647214459
71.52658976377953,0.8385030109417367
71.58862677165354,0.8401585236129324
71.65066377952755,0.8417526953097754
71.71270078740157,0.8432888707679762
71.77473779527558,0.8447701674320447
71.8367748031496,0.8461994940375079
71.89881181102362,0.8475795674390214
71.96084881889763,0.8489129278707309
72.02288582677164,0.8502019528034145
72.08492283464567,0.8514488695438402
72.14695984251968,0.8526557667051066
72.20899685039369,0.8538246046621532
72.27103385826771,0.8549572250938329
72.33307086614172,0.8560553597017206
72.39510787401574,0.8571206381859562
72.45714488188975,0.8581545955497493
72.51918188976377,0.8591586787964763
72.5812188976378,0.8601342530765829
72.6432559055118,0.8610826073354834
72.70529291338582,0.8620049595083685
72.76732992125984,0.8629024613031395
72.82936692913384,0.8637762026085007
72.89140393700787,0.864627215560559
72.95344094488189,0.8654564782979509
73.01547795275589,0.8662649184325906
73.07751496062991,0.8670534162605161
73.13955196850392,0.8678228077349321
73.20158897637795,0.8685738872214956
73.26362598425196,0.8693074100539577
73.32566299212597,0.8700240949066336
73.3877,0.8707246259986331
